Incident_ID,Opened_At,Closed_At,Opened_By,Assigned_To,Priority,Impact,Urgency,Category,Subcategory,Status,Resolution_Code,Resolved_By,Short_Description,Description,Updated_At
INC005948,2026-03-05 19:00:00,,user182,user382,Low,High,High,Hardware,Laptop,Open,,,Issue 5948 - Hardware related,"Detailed description of incident 5948, auto-generated for testing.",2026-03-07 03:00:00
INC005949,2026-03-05 20:00:00,2026-03-07 13:00:00,user123,user223,Critical,Medium,Medium,Software,OS,Resolved,Not Reproducible,user578,Issue 5949 - Hardware related,"Detailed description of incident 5949, auto-generated for testing.",2026-03-08 05:00:00
INC005950,2026-03-05 21:00:00,2026-03-06 15:00:00,user35,user294,Critical,Low,Low,Hardware,Desktop,Closed,Workaround Provided,user442,Issue 5950 - Security related,"Detailed description of incident 5950, auto-generated for testing.",2026-03-09 04:00:00
INC005951,2026-03-05 22:00:00,,user104,user292,Critical,Low,Low,Hardware,Desktop,Open,,,Issue 5951 - Hardware related,"Detailed description of incident 5951, auto-generated for testing.",2026-03-09 08:00:00
INC005952,2026-03-05 23:00:00,,user45,user284,High,Medium,Low,Software,Application,Open,,,Issue 5952 - Database related,"Detailed description of incident 5952, auto-generated for testing.",2026-03-07 04:00:00
INC005953,2026-03-06 00:00:00,2026-03-06 07:00:00,user5,user337,Medium,Medium,High,Hardware,Desktop,Resolved,Workaround Provided,user493,Issue 5953 - Hardware related,"Detailed description of incident 5953, auto-generated for testing.",2026-03-09 06:00:00
INC005954,2026-03-06 01:00:00,2026-03-08 07:00:00,user190,user328,Critical,Medium,High,Network,LAN,Resolved,Workaround Provided,user413,Issue 5954 - Software related,"Detailed description of incident 5954, auto-generated for testing.",2026-03-09 12:00:00
INC005955,2026-03-06 02:00:00,,user131,user214,High,High,High,Database,SQL Server,Open,,,Issue 5955 - Network related,"Detailed description of incident 5955, auto-generated for testing.",2026-03-09 00:00:00
INC005956,2026-03-06 03:00:00,2026-03-07 17:00:00,user69,user351,Low,High,High,Security,Malware,Resolved,Workaround Provided,user536,Issue 5956 - Security related,"Detailed description of incident 5956, auto-generated for testing.",2026-03-07 22:00:00
INC005957,2026-03-06 04:00:00,,user102,user269,High,Low,High,Software,OS,In Progress,,,Issue 5957 - Security related,"Detailed description of incident 5957, auto-generated for testing.",2026-03-09 14:00:00
INC005958,2026-03-06 05:00:00,,user124,user363,Critical,Low,High,Network,LAN,In Progress,,,Issue 5958 - Hardware related,"Detailed description of incident 5958, auto-generated for testing.",2026-03-09 06:00:00
INC005959,2026-03-06 06:00:00,2026-03-06 16:00:00,user33,user379,Critical,High,Medium,Security,Phishing,Resolved,Solved via On-Site,user597,Issue 5959 - Software related,"Detailed description of incident 5959, auto-generated for testing.",2026-03-07 11:00:00
INC005960,2026-03-06 07:00:00,2026-03-07 07:00:00,user169,user214,Low,High,Medium,Security,Access,Closed,Solved Remotely,user554,Issue 5960 - Hardware related,"Detailed description of incident 5960, auto-generated for testing.",2026-03-10 08:00:00
INC005961,2026-03-06 08:00:00,,user150,user270,Medium,Medium,Medium,Security,Access,In Progress,,,Issue 5961 - Database related,"Detailed description of incident 5961, auto-generated for testing.",2026-03-06 16:00:00
INC005962,2026-03-06 09:00:00,2026-03-07 07:00:00,user200,user239,Low,High,Medium,Hardware,Laptop,Closed,Workaround Provided,user481,Issue 5962 - Software related,"Detailed description of incident 5962, auto-generated for testing.",2026-03-10 13:00:00
INC005963,2026-03-06 10:00:00,,user44,user239,Low,Low,Low,Hardware,Desktop,In Progress,,,Issue 5963 - Security related,"Detailed description of incident 5963, auto-generated for testing.",2026-03-09 10:00:00
INC005964,2026-03-06 11:00:00,2026-03-08 02:00:00,user93,user366,Critical,Low,High,Hardware,Desktop,Resolved,Workaround Provided,user576,Issue 5964 - Network related,"Detailed description of incident 5964, auto-generated for testing.",2026-03-07 07:00:00
INC005965,2026-03-06 12:00:00,,user79,user376,Critical,Medium,High,Hardware,Desktop,In Progress,,,Issue 5965 - Hardware related,"Detailed description of incident 5965, auto-generated for testing.",2026-03-07 12:00:00
INC005966,2026-03-06 13:00:00,2026-03-08 12:00:00,user56,user373,Medium,Medium,Medium,Network,WAN,Closed,Solved Remotely,user537,Issue 5966 - Network related,"Detailed description of incident 5966, auto-generated for testing.",2026-03-08 23:00:00
INC005967,2026-03-06 14:00:00,2026-03-08 12:00:00,user200,user277,Critical,Low,Low,Hardware,Laptop,Closed,Solved via On-Site,user404,Issue 5967 - Software related,"Detailed description of incident 5967, auto-generated for testing.",2026-03-10 01:00:00
INC005968,2026-03-06 15:00:00,,user164,user288,Low,High,Medium,Software,Application,Open,,,Issue 5968 - Security related,"Detailed description of incident 5968, auto-generated for testing.",2026-03-09 10:00:00
INC005969,2026-03-06 16:00:00,2026-03-07 10:00:00,user82,user301,Low,High,High,Security,Access,Closed,Workaround Provided,user496,Issue 5969 - Network related,"Detailed description of incident 5969, auto-generated for testing.",2026-03-07 05:00:00
INC005970,2026-03-06 17:00:00,2026-03-09 08:00:00,user189,user279,Medium,Low,Medium,Network,WAN,Closed,Not Reproducible,user488,Issue 5970 - Network related,"Detailed description of incident 5970, auto-generated for testing.",2026-03-08 05:00:00
INC005971,2026-03-06 18:00:00,2026-03-07 15:00:00,user96,user219,Critical,High,Low,Hardware,Printer,Resolved,Solved Remotely,user456,Issue 5971 - Database related,"Detailed description of incident 5971, auto-generated for testing.",2026-03-09 01:00:00
INC005972,2026-03-06 19:00:00,,user21,user221,Critical,High,High,Security,Access,Open,,,Issue 5972 - Hardware related,"Detailed description of incident 5972, auto-generated for testing.",2026-03-09 21:00:00
INC005973,2026-03-06 20:00:00,2026-03-07 16:00:00,user150,user352,Low,Low,Low,Network,WAN,Closed,Solved via On-Site,user449,Issue 5973 - Database related,"Detailed description of incident 5973, auto-generated for testing.",2026-03-08 17:00:00
INC005974,2026-03-06 21:00:00,2026-03-09 21:00:00,user101,user359,Low,Low,Medium,Security,Phishing,Closed,Solved Remotely,user507,Issue 5974 - Security related,"Detailed description of incident 5974, auto-generated for testing.",2026-03-08 05:00:00
INC005975,2026-03-06 22:00:00,,user44,user241,Critical,Medium,High,Network,VPN,Open,,,Issue 5975 - Software related,"Detailed description of incident 5975, auto-generated for testing.",2026-03-10 02:00:00
INC005976,2026-03-06 23:00:00,2026-03-09 10:00:00,user143,user296,High,Low,Low,Database,MySQL,Closed,Solved Remotely,user430,Issue 5976 - Hardware related,"Detailed description of incident 5976, auto-generated for testing.",2026-03-08 16:00:00
INC005977,2026-03-07 00:00:00,,user41,user296,Low,Medium,Low,Network,LAN,Open,,,Issue 5977 - Database related,"Detailed description of incident 5977, auto-generated for testing.",2026-03-08 08:00:00
INC005978,2026-03-07 01:00:00,,user45,user223,Low,Medium,Low,Hardware,Printer,Open,,,Issue 5978 - Hardware related,"Detailed description of incident 5978, auto-generated for testing.",2026-03-11 05:00:00
INC005979,2026-03-07 02:00:00,,user47,user234,Low,High,High,Security,Access,In Progress,,,Issue 5979 - Software related,"Detailed description of incident 5979, auto-generated for testing.",2026-03-09 08:00:00
INC005980,2026-03-07 03:00:00,,user90,user283,Medium,Low,High,Security,Malware,In Progress,,,Issue 5980 - Security related,"Detailed description of incident 5980, auto-generated for testing.",2026-03-10 07:00:00
INC005981,2026-03-07 04:00:00,2026-03-07 21:00:00,user3,user260,Critical,High,Medium,Security,Access,Resolved,Solved Remotely,user523,Issue 5981 - Security related,"Detailed description of incident 5981, auto-generated for testing.",2026-03-09 23:00:00
INC005982,2026-03-07 05:00:00,,user194,user331,Critical,Low,Medium,Software,Application,Open,,,Issue 5982 - Security related,"Detailed description of incident 5982, auto-generated for testing.",2026-03-11 03:00:00
INC005983,2026-03-07 06:00:00,2026-03-09 03:00:00,user28,user210,Critical,Low,High,Software,Application,Closed,Workaround Provided,user577,Issue 5983 - Database related,"Detailed description of incident 5983, auto-generated for testing.",2026-03-08 02:00:00
INC005984,2026-03-07 07:00:00,,user137,user325,Low,High,Low,Hardware,Desktop,Open,,,Issue 5984 - Software related,"Detailed description of incident 5984, auto-generated for testing.",2026-03-08 15:00:00
INC005985,2026-03-07 08:00:00,,user47,user398,Critical,Medium,High,Database,Oracle,Open,,,Issue 5985 - Hardware related,"Detailed description of incident 5985, auto-generated for testing.",2026-03-11 12:00:00
INC005986,2026-03-07 09:00:00,,user91,user333,Critical,Low,High,Software,Email,Open,,,Issue 5986 - Database related,"Detailed description of incident 5986, auto-generated for testing.",2026-03-08 08:00:00
INC005987,2026-03-07 10:00:00,,user187,user220,Critical,Medium,High,Network,VPN,In Progress,,,Issue 5987 - Software related,"Detailed description of incident 5987, auto-generated for testing.",2026-03-07 16:00:00
INC005988,2026-03-07 11:00:00,2026-03-09 10:00:00,user170,user351,Medium,High,High,Hardware,Laptop,Closed,Solved via On-Site,user514,Issue 5988 - Hardware related,"Detailed description of incident 5988, auto-generated for testing.",2026-03-09 20:00:00
INC005989,2026-03-07 12:00:00,2026-03-10 07:00:00,user163,user224,Medium,High,Medium,Database,SQL Server,Resolved,Workaround Provided,user445,Issue 5989 - Software related,"Detailed description of incident 5989, auto-generated for testing.",2026-03-08 10:00:00
INC005990,2026-03-07 13:00:00,2026-03-09 04:00:00,user104,user264,Low,Low,Medium,Network,LAN,Closed,Solved Remotely,user591,Issue 5990 - Security related,"Detailed description of incident 5990, auto-generated for testing.",2026-03-10 22:00:00
INC005991,2026-03-07 14:00:00,,user44,user388,Critical,High,Low,Security,Malware,Open,,,Issue 5991 - Security related,"Detailed description of incident 5991, auto-generated for testing.",2026-03-09 05:00:00
INC005992,2026-03-07 15:00:00,,user194,user289,Low,Low,High,Software,OS,In Progress,,,Issue 5992 - Security related,"Detailed description of incident 5992, auto-generated for testing.",2026-03-10 09:00:00
INC005993,2026-03-07 16:00:00,,user77,user206,Low,Low,High,Network,VPN,In Progress,,,Issue 5993 - Database related,"Detailed description of incident 5993, auto-generated for testing.",2026-03-09 22:00:00
INC005994,2026-03-07 17:00:00,,user115,user290,Low,Low,Medium,Database,Oracle,In Progress,,,Issue 5994 - Hardware related,"Detailed description of incident 5994, auto-generated for testing.",2026-03-08 06:00:00
INC005995,2026-03-07 18:00:00,,user45,user384,Low,Low,Medium,Hardware,Laptop,Open,,,Issue 5995 - Security related,"Detailed description of incident 5995, auto-generated for testing.",2026-03-11 09:00:00
INC005996,2026-03-07 19:00:00,2026-03-08 11:00:00,user142,user391,Low,Low,High,Network,LAN,Resolved,Solved via On-Site,user433,Issue 5996 - Network related,"Detailed description of incident 5996, auto-generated for testing.",2026-03-08 06:00:00
INC005997,2026-03-07 20:00:00,,user106,user258,Low,High,Medium,Hardware,Laptop,In Progress,,,Issue 5997 - Hardware related,"Detailed description of incident 5997, auto-generated for testing.",2026-03-09 16:00:00
INC005998,2026-03-07 21:00:00,2026-03-08 16:00:00,user49,user387,Medium,Low,High,Security,Phishing,Resolved,Solved via On-Site,user479,Issue 5998 - Software related,"Detailed description of incident 5998, auto-generated for testing.",2026-03-10 05:00:00
INC005999,2026-03-07 22:00:00,,user151,user377,High,Medium,Low,Database,Oracle,In Progress,,,Issue 5999 - Network related,"Detailed description of incident 5999, auto-generated for testing.",2026-03-11 13:00:00
INC006000,2026-03-07 23:00:00,,user195,user280,Medium,Low,Low,Database,MySQL,Open,,,Issue 6000 - Network related,"Detailed description of incident 6000, auto-generated for testing.",2026-03-12 03:00:00
INC006001,2026-03-08 00:00:00,2026-03-08 17:00:00,user65,user357,Low,Low,Low,Software,Application,Resolved,Solved via On-Site,user434,Issue 6001 - Database related,"Detailed description of incident 6001, auto-generated for testing.",2026-03-12 01:00:00
INC006002,2026-03-08 01:00:00,,user47,user266,High,Low,High,Database,Oracle,Open,,,Issue 6002 - Hardware related,"Detailed description of incident 6002, auto-generated for testing.",2026-03-08 22:00:00
INC006003,2026-03-08 02:00:00,2026-03-08 13:00:00,user166,user396,High,High,Medium,Network,LAN,Closed,Not Reproducible,user577,Issue 6003 - Network related,"Detailed description of incident 6003, auto-generated for testing.",2026-03-09 08:00:00
INC006004,2026-03-08 03:00:00,2026-03-08 18:00:00,user4,user218,Critical,Medium,Low,Network,VPN,Resolved,Solved Remotely,user405,Issue 6004 - Hardware related,"Detailed description of incident 6004, auto-generated for testing.",2026-03-08 10:00:00
INC006005,2026-03-08 04:00:00,,user24,user358,Low,Medium,High,Network,LAN,Open,,,Issue 6005 - Hardware related,"Detailed description of incident 6005, auto-generated for testing.",2026-03-11 21:00:00
INC006006,2026-03-08 05:00:00,2026-03-10 19:00:00,user44,user383,Low,Medium,Low,Security,Access,Closed,Not Reproducible,user411,Issue 6006 - Network related,"Detailed description of incident 6006, auto-generated for testing.",2026-03-10 07:00:00
INC006007,2026-03-08 06:00:00,,user42,user321,Medium,High,Low,Database,SQL Server,In Progress,,,Issue 6007 - Security related,"Detailed description of incident 6007, auto-generated for testing.",2026-03-10 22:00:00
INC006008,2026-03-08 07:00:00,,user63,user229,High,High,Medium,Database,MySQL,Open,,,Issue 6008 - Software related,"Detailed description of incident 6008, auto-generated for testing.",2026-03-11 06:00:00
INC006009,2026-03-08 08:00:00,2026-03-09 10:00:00,user71,user286,High,Low,High,Network,VPN,Resolved,Solved Remotely,user409,Issue 6009 - Hardware related,"Detailed description of incident 6009, auto-generated for testing.",2026-03-08 12:00:00
INC006010,2026-03-08 09:00:00,,user23,user378,Low,High,Medium,Software,Email,Open,,,Issue 6010 - Database related,"Detailed description of incident 6010, auto-generated for testing.",2026-03-08 18:00:00
INC006011,2026-03-08 10:00:00,2026-03-11 04:00:00,user74,user328,Critical,Medium,Medium,Software,Email,Closed,Solved Remotely,user521,Issue 6011 - Security related,"Detailed description of incident 6011, auto-generated for testing.",2026-03-12 01:00:00
INC006012,2026-03-08 11:00:00,2026-03-09 03:00:00,user146,user394,Low,Medium,Medium,Database,Oracle,Closed,Workaround Provided,user412,Issue 6012 - Software related,"Detailed description of incident 6012, auto-generated for testing.",2026-03-11 13:00:00
INC006013,2026-03-08 12:00:00,2026-03-08 21:00:00,user147,user281,High,High,Low,Database,Oracle,Closed,Workaround Provided,user571,Issue 6013 - Software related,"Detailed description of incident 6013, auto-generated for testing.",2026-03-10 00:00:00
INC006014,2026-03-08 13:00:00,,user45,user292,Critical,High,Low,Hardware,Desktop,In Progress,,,Issue 6014 - Network related,"Detailed description of incident 6014, auto-generated for testing.",2026-03-10 15:00:00
INC006015,2026-03-08 14:00:00,,user153,user328,Critical,Medium,Low,Database,SQL Server,In Progress,,,Issue 6015 - Hardware related,"Detailed description of incident 6015, auto-generated for testing.",2026-03-11 05:00:00
INC006016,2026-03-08 15:00:00,2026-03-08 17:00:00,user3,user232,High,Medium,High,Network,LAN,Resolved,Solved Remotely,user432,Issue 6016 - Database related,"Detailed description of incident 6016, auto-generated for testing.",2026-03-08 20:00:00
INC006017,2026-03-08 16:00:00,,user4,user301,Low,Medium,Medium,Security,Phishing,Open,,,Issue 6017 - Security related,"Detailed description of incident 6017, auto-generated for testing.",2026-03-09 03:00:00
INC006018,2026-03-08 17:00:00,,user156,user311,Low,Medium,Low,Database,Oracle,In Progress,,,Issue 6018 - Software related,"Detailed description of incident 6018, auto-generated for testing.",2026-03-10 05:00:00
INC006019,2026-03-08 18:00:00,,user180,user260,Low,Medium,Medium,Database,MySQL,In Progress,,,Issue 6019 - Hardware related,"Detailed description of incident 6019, auto-generated for testing.",2026-03-12 13:00:00
INC006020,2026-03-08 19:00:00,,user168,user245,Medium,High,Medium,Network,VPN,Open,,,Issue 6020 - Hardware related,"Detailed description of incident 6020, auto-generated for testing.",2026-03-09 05:00:00
INC006021,2026-03-08 20:00:00,,user107,user332,Medium,High,Medium,Hardware,Printer,In Progress,,,Issue 6021 - Software related,"Detailed description of incident 6021, auto-generated for testing.",2026-03-09 16:00:00
INC006022,2026-03-08 21:00:00,2026-03-10 00:00:00,user101,user362,Critical,Low,Medium,Database,MySQL,Closed,Solved via On-Site,user448,Issue 6022 - Network related,"Detailed description of incident 6022, auto-generated for testing.",2026-03-11 21:00:00
INC006023,2026-03-08 22:00:00,2026-03-10 19:00:00,user44,user367,Low,Low,Medium,Software,Email,Closed,Solved Remotely,user424,Issue 6023 - Network related,"Detailed description of incident 6023, auto-generated for testing.",2026-03-08 23:00:00
INC006024,2026-03-08 23:00:00,,user178,user234,Medium,Low,Low,Software,Email,Open,,,Issue 6024 - Security related,"Detailed description of incident 6024, auto-generated for testing.",2026-03-10 08:00:00
INC006025,2026-03-09 00:00:00,,user114,user272,Critical,High,High,Software,Application,Open,,,Issue 6025 - Network related,"Detailed description of incident 6025, auto-generated for testing.",2026-03-10 14:00:00
INC006026,2026-03-09 01:00:00,,user11,user305,High,Low,High,Security,Malware,Open,,,Issue 6026 - Software related,"Detailed description of incident 6026, auto-generated for testing.",2026-03-11 10:00:00
INC006027,2026-03-09 02:00:00,2026-03-09 21:00:00,user35,user263,High,Low,High,Security,Malware,Closed,Workaround Provided,user549,Issue 6027 - Hardware related,"Detailed description of incident 6027, auto-generated for testing.",2026-03-09 16:00:00
INC006028,2026-03-09 03:00:00,,user105,user205,Low,High,High,Database,SQL Server,Open,,,Issue 6028 - Database related,"Detailed description of incident 6028, auto-generated for testing.",2026-03-10 00:00:00
INC006029,2026-03-09 04:00:00,2026-03-11 01:00:00,user103,user311,High,Medium,Medium,Database,SQL Server,Resolved,Workaround Provided,user442,Issue 6029 - Hardware related,"Detailed description of incident 6029, auto-generated for testing.",2026-03-09 09:00:00
INC006030,2026-03-09 05:00:00,,user1,user231,High,High,Low,Database,MySQL,Open,,,Issue 6030 - Software related,"Detailed description of incident 6030, auto-generated for testing.",2026-03-12 05:00:00
INC006031,2026-03-09 06:00:00,2026-03-11 23:00:00,user68,user391,High,High,Low,Security,Malware,Resolved,Solved via On-Site,user530,Issue 6031 - Database related,"Detailed description of incident 6031, auto-generated for testing.",2026-03-10 08:00:00
INC006032,2026-03-09 07:00:00,,user88,user306,Critical,Medium,Medium,Database,MySQL,In Progress,,,Issue 6032 - Security related,"Detailed description of incident 6032, auto-generated for testing.",2026-03-13 08:00:00
INC006033,2026-03-09 08:00:00,2026-03-09 17:00:00,user14,user235,High,Low,Medium,Network,WAN,Resolved,Solved Remotely,user549,Issue 6033 - Database related,"Detailed description of incident 6033, auto-generated for testing.",2026-03-11 14:00:00
INC006034,2026-03-09 09:00:00,,user149,user220,High,High,Low,Hardware,Printer,Open,,,Issue 6034 - Software related,"Detailed description of incident 6034, auto-generated for testing.",2026-03-10 02:00:00
INC006035,2026-03-09 10:00:00,2026-03-09 12:00:00,user93,user372,Critical,High,Low,Software,Application,Resolved,Solved via On-Site,user584,Issue 6035 - Hardware related,"Detailed description of incident 6035, auto-generated for testing.",2026-03-10 23:00:00
INC006036,2026-03-09 11:00:00,,user111,user372,Medium,Medium,High,Software,Application,Open,,,Issue 6036 - Software related,"Detailed description of incident 6036, auto-generated for testing.",2026-03-12 10:00:00
INC006037,2026-03-09 12:00:00,2026-03-10 13:00:00,user50,user338,Critical,High,High,Network,LAN,Resolved,Workaround Provided,user444,Issue 6037 - Network related,"Detailed description of incident 6037, auto-generated for testing.",2026-03-11 22:00:00
INC006038,2026-03-09 13:00:00,2026-03-12 10:00:00,user48,user369,Medium,Low,High,Database,SQL Server,Closed,Solved Remotely,user586,Issue 6038 - Network related,"Detailed description of incident 6038, auto-generated for testing.",2026-03-11 05:00:00
INC006039,2026-03-09 14:00:00,,user18,user294,Critical,Medium,Low,Security,Access,Open,,,Issue 6039 - Hardware related,"Detailed description of incident 6039, auto-generated for testing.",2026-03-12 07:00:00
INC006040,2026-03-09 15:00:00,2026-03-10 04:00:00,user123,user384,Low,High,High,Database,MySQL,Closed,Solved via On-Site,user530,Issue 6040 - Database related,"Detailed description of incident 6040, auto-generated for testing.",2026-03-11 10:00:00
INC006041,2026-03-09 16:00:00,,user73,user311,High,Low,Low,Database,SQL Server,In Progress,,,Issue 6041 - Network related,"Detailed description of incident 6041, auto-generated for testing.",2026-03-11 20:00:00
INC006042,2026-03-09 17:00:00,,user166,user261,Medium,Low,Low,Software,Email,Open,,,Issue 6042 - Database related,"Detailed description of incident 6042, auto-generated for testing.",2026-03-10 17:00:00
INC006043,2026-03-09 18:00:00,,user11,user281,Critical,High,Medium,Software,Application,In Progress,,,Issue 6043 - Database related,"Detailed description of incident 6043, auto-generated for testing.",2026-03-10 22:00:00
INC006044,2026-03-09 19:00:00,,user5,user234,Medium,Low,Low,Security,Access,Open,,,Issue 6044 - Security related,"Detailed description of incident 6044, auto-generated for testing.",2026-03-12 05:00:00
INC006045,2026-03-09 20:00:00,2026-03-12 09:00:00,user184,user203,Medium,Medium,Medium,Software,Application,Resolved,Workaround Provided,user579,Issue 6045 - Database related,"Detailed description of incident 6045, auto-generated for testing.",2026-03-12 18:00:00
INC006046,2026-03-09 21:00:00,2026-03-10 21:00:00,user60,user400,High,Low,Medium,Database,SQL Server,Resolved,Not Reproducible,user573,Issue 6046 - Network related,"Detailed description of incident 6046, auto-generated for testing.",2026-03-13 08:00:00
INC006047,2026-03-09 22:00:00,,user158,user201,Medium,Medium,Low,Network,WAN,Open,,,Issue 6047 - Network related,"Detailed description of incident 6047, auto-generated for testing.",2026-03-12 22:00:00
INC006048,2026-03-09 23:00:00,,user20,user318,Critical,Medium,Low,Security,Access,In Progress,,,Issue 6048 - Database related,"Detailed description of incident 6048, auto-generated for testing.",2026-03-12 06:00:00
INC006049,2026-03-10 00:00:00,2026-03-10 14:00:00,user13,user312,Low,Medium,High,Network,LAN,Closed,Solved via On-Site,user491,Issue 6049 - Security related,"Detailed description of incident 6049, auto-generated for testing.",2026-03-13 18:00:00
INC006050,2026-03-10 01:00:00,2026-03-12 02:00:00,user189,user219,Low,High,Low,Database,SQL Server,Closed,Not Reproducible,user455,Issue 6050 - Database related,"Detailed description of incident 6050, auto-generated for testing.",2026-03-10 10:00:00
INC006051,2026-03-10 02:00:00,,user195,user281,High,Low,High,Security,Phishing,In Progress,,,Issue 6051 - Software related,"Detailed description of incident 6051, auto-generated for testing.",2026-03-12 16:00:00
INC006052,2026-03-10 03:00:00,2026-03-12 21:00:00,user22,user211,Critical,High,High,Network,VPN,Closed,Solved via On-Site,user505,Issue 6052 - Database related,"Detailed description of incident 6052, auto-generated for testing.",2026-03-11 08:00:00
INC006053,2026-03-10 04:00:00,,user148,user275,Critical,High,Low,Security,Phishing,In Progress,,,Issue 6053 - Hardware related,"Detailed description of incident 6053, auto-generated for testing.",2026-03-10 21:00:00
INC006054,2026-03-10 05:00:00,,user57,user240,Low,Medium,High,Database,MySQL,In Progress,,,Issue 6054 - Security related,"Detailed description of incident 6054, auto-generated for testing.",2026-03-12 15:00:00
INC006055,2026-03-10 06:00:00,2026-03-10 21:00:00,user63,user215,Critical,High,Medium,Security,Malware,Closed,Workaround Provided,user432,Issue 6055 - Network related,"Detailed description of incident 6055, auto-generated for testing.",2026-03-12 17:00:00
INC006056,2026-03-10 07:00:00,,user95,user281,Medium,Low,Medium,Database,MySQL,In Progress,,,Issue 6056 - Software related,"Detailed description of incident 6056, auto-generated for testing.",2026-03-12 12:00:00
INC006057,2026-03-10 08:00:00,,user196,user356,High,High,Low,Security,Malware,In Progress,,,Issue 6057 - Network related,"Detailed description of incident 6057, auto-generated for testing.",2026-03-10 12:00:00
INC006058,2026-03-10 09:00:00,,user52,user344,Low,High,Low,Security,Access,In Progress,,,Issue 6058 - Security related,"Detailed description of incident 6058, auto-generated for testing.",2026-03-14 04:00:00
INC006059,2026-03-10 10:00:00,2026-03-12 22:00:00,user138,user369,High,Medium,Low,Software,OS,Closed,Solved Remotely,user534,Issue 6059 - Database related,"Detailed description of incident 6059, auto-generated for testing.",2026-03-12 16:00:00
INC006060,2026-03-10 11:00:00,2026-03-11 05:00:00,user159,user299,Medium,Medium,Medium,Database,MySQL,Closed,Not Reproducible,user596,Issue 6060 - Security related,"Detailed description of incident 6060, auto-generated for testing.",2026-03-14 13:00:00
INC006061,2026-03-10 12:00:00,,user46,user329,Low,High,High,Hardware,Printer,In Progress,,,Issue 6061 - Network related,"Detailed description of incident 6061, auto-generated for testing.",2026-03-11 13:00:00
INC006062,2026-03-10 13:00:00,,user35,user292,Critical,Medium,Medium,Security,Malware,In Progress,,,Issue 6062 - Database related,"Detailed description of incident 6062, auto-generated for testing.",2026-03-13 20:00:00
INC006063,2026-03-10 14:00:00,,user42,user371,Critical,High,High,Network,VPN,In Progress,,,Issue 6063 - Hardware related,"Detailed description of incident 6063, auto-generated for testing.",2026-03-14 02:00:00
INC006064,2026-03-10 15:00:00,,user77,user367,Medium,Low,High,Software,Application,In Progress,,,Issue 6064 - Network related,"Detailed description of incident 6064, auto-generated for testing.",2026-03-14 07:00:00
INC006065,2026-03-10 16:00:00,,user119,user308,Low,Low,Low,Software,OS,Open,,,Issue 6065 - Database related,"Detailed description of incident 6065, auto-generated for testing.",2026-03-12 11:00:00
INC006066,2026-03-10 17:00:00,2026-03-12 16:00:00,user24,user353,High,Medium,Low,Security,Malware,Resolved,Workaround Provided,user543,Issue 6066 - Network related,"Detailed description of incident 6066, auto-generated for testing.",2026-03-14 03:00:00
INC006067,2026-03-10 18:00:00,,user23,user315,Low,Low,Low,Hardware,Laptop,In Progress,,,Issue 6067 - Hardware related,"Detailed description of incident 6067, auto-generated for testing.",2026-03-11 03:00:00
INC006068,2026-03-10 19:00:00,,user152,user318,Critical,Low,Medium,Software,Email,In Progress,,,Issue 6068 - Database related,"Detailed description of incident 6068, auto-generated for testing.",2026-03-14 14:00:00
INC006069,2026-03-10 20:00:00,,user57,user220,Low,High,Medium,Database,SQL Server,Open,,,Issue 6069 - Network related,"Detailed description of incident 6069, auto-generated for testing.",2026-03-12 03:00:00
INC006070,2026-03-10 21:00:00,,user98,user279,Low,Medium,Medium,Security,Phishing,Open,,,Issue 6070 - Hardware related,"Detailed description of incident 6070, auto-generated for testing.",2026-03-13 02:00:00
INC006071,2026-03-10 22:00:00,2026-03-11 04:00:00,user2,user249,Critical,Low,Low,Security,Phishing,Closed,Solved Remotely,user484,Issue 6071 - Security related,"Detailed description of incident 6071, auto-generated for testing.",2026-03-13 22:00:00
INC006072,2026-03-10 23:00:00,,user178,user376,Critical,Medium,Low,Hardware,Laptop,In Progress,,,Issue 6072 - Network related,"Detailed description of incident 6072, auto-generated for testing.",2026-03-14 00:00:00
INC006073,2026-03-11 00:00:00,,user12,user256,High,Medium,High,Database,MySQL,Open,,,Issue 6073 - Network related,"Detailed description of incident 6073, auto-generated for testing.",2026-03-14 03:00:00
INC006074,2026-03-11 01:00:00,,user108,user378,Low,Medium,High,Database,Oracle,In Progress,,,Issue 6074 - Network related,"Detailed description of incident 6074, auto-generated for testing.",2026-03-11 08:00:00
INC006075,2026-03-11 02:00:00,,user6,user309,Critical,Low,Low,Hardware,Laptop,In Progress,,,Issue 6075 - Software related,"Detailed description of incident 6075, auto-generated for testing.",2026-03-13 09:00:00
INC006076,2026-03-11 03:00:00,,user136,user207,Medium,Medium,Medium,Network,WAN,Open,,,Issue 6076 - Hardware related,"Detailed description of incident 6076, auto-generated for testing.",2026-03-13 02:00:00
INC006077,2026-03-11 04:00:00,,user37,user330,Critical,Medium,Low,Database,SQL Server,In Progress,,,Issue 6077 - Network related,"Detailed description of incident 6077, auto-generated for testing.",2026-03-15 07:00:00
INC006078,2026-03-11 05:00:00,,user119,user211,High,High,Medium,Network,WAN,In Progress,,,Issue 6078 - Software related,"Detailed description of incident 6078, auto-generated for testing.",2026-03-13 18:00:00
INC006079,2026-03-11 06:00:00,,user125,user391,High,High,Low,Network,LAN,In Progress,,,Issue 6079 - Software related,"Detailed description of incident 6079, auto-generated for testing.",2026-03-12 20:00:00
